aane 	[ʔaʔane]	to precede, go ahead.	[verb]	VERB
aangee 	[ʔaʔaŋɡ̊eʔe]	 to withhold from each other	[verb]	VERB
abesa 	[ʔabesa]	to move kuhama (place of residence)	[verb]	VERB
agaagâ 	[ʔaɡaʔaɡaː]	to stutter	[verb]	VERB
agishewu	[ʔaˈɡiʃeu]	brother-in-law	[kin]	VERB
aphaa 	[ʔapʰaʔa]	to follow, to track (do oblig. -na 3msg) [used for tracking animals. cf. kwa’o-].	[verb]	VERB
are 	[ˈʔaɺe]	 take	[verb]	VERB
aria  	[ʔaɺiʔa, ʔaɺia]	(to look out in case you meet w/ s.t.). 	[verb]	VERB
ase 	[ʔase]	‘to lie down’; by extension, ‘to sleep’.(adult) to sleep poorly, toss &amp; turn, wake &amp; sleep; (child) alternately play &amp; sleep in the sand etc.	[verb]	VERB
athabaa 	[ˈʔatʰaˈbaʔa]	to follow after. DO oblig (3ms -na)	[verb]	VERB
athe 	[ʔatʰe]	to sew or string beads	[verb]	VERB
axaaxâ	[ˈʔaǁaˈʔaǁaː]	to stand with legs apart (astraddle)	[verb]	VERB
baha, bahe 	[ˈbaɦa, ˈbaɦe]	to exist, to finish	[verb]	VERB
basla 	[baɬa]	to break/crush, shatter, as in a calabash, eggs, thermos (the mirror inside), your skull.	[verb]	VERB
batshâ 	[baʦʰaː]	to get out	[verb]	VERB
bazzâ 	[baʦ’aː]	to sprout	[verb]	VERB
bbau, ggwa'u 	[pʼaʔu, kxʷʼaʔu]	to split.	[verb]	VERB
beka 	[beka]	to whisk/shoo off (flying insects), to flick away	[verb]	VERB
bekwâ	[bekʷaː]	to be late, to delay	[verb]	VERB
bexxê	[beŋʔǁeː]	to shine, to be visible	[verb]	VERB
bexxê-  	[beŋʔǁe-]	to open, open	[verb]	VERB
biha  	[biɦa, bia]	to hide (completely)	[verb]	VERB
bikiti, biki-  	[bikiti]	to chase (without dogs).‘We’d’ve (said)’, inclusive. (Bare TAM marker. See paradigm of veridical mood in appendix.) 	[verb]	VERB
binxô	[biǁ̃oː]	to carry dead mice, birds, etc. at one’s waist when hunting. (their heads are slipped behind a rope/belt so they hang from it)	[verb]	VERB
biti 	[biti]	to chase with dogs	[verb]	VERB
bitshî 	[biʦʰi]	to look up (not nec. to crane your neck).	[verb]	VERB
bôbô	[boːboː]	to bark. No VH	[verb]	VERB
bobongongo  	[ˈboboŋɡ̊oŋˈɡ̊oː]	to thunder	[verb]	VERB
boho 	[boɦo]	to hide/stash s.t., usually in the bushes. [v.t. only. obj req. See biha]	[verb]	VERB
boko  	[boko]	to feel a bit sickthat (fsg, established by discourse), her.	[verb]	VERB
bû 	[buː]	(1) v.i. to get up (only used with multiple (≈ 10+) subjects) (2) to wake others up; do	[verb]	VERB
bubuna 	[bubuna]	(1) for people, to talk on and on. (2) for a fire, to burn more and more, like a bonfire, forest fire, or other tall, bright fire.	[verb]	VERB
buita 	[buʔita]	to blow, as on an ember to get a fire started, or on food, tea to cool it	[verb]	VERB
buki-, bukiti  	[bukuti]	to make sick; to be sick. see boko. 	[verb]	VERB
bungû	[buŋɡ̊uː]	be empty, finished.	[verb]	VERB
butchoo 	[buʧʰoʔo]	defective ~ botchoo Come! 	[verb]	VERB
cca, cce-ta 	[ʇˀa, ʇˀeta]	to kiss.	[verb]	VERB
ccabo 	[ʇˀabo]	(vt) to extinguish, put out (a fire, a light).(vi)	[verb]	VERB
ccaggo  	[ʇˀakxʷʼo]	to swallow food, medicine (not said of liquids: use fa ‘drink’)adj/pres [final V change].	[verb]	VERB
ccaiccai, ccainccain	[ʇˀainʔʇai, ʇˀãĩʔʇãĩ]	to spring, the way an antelope such as a dikdik does when fleeing.	[verb]	VERB
ccazza 	[ʇˀaʦ’a]	to reheat(2nd-plus heating only).	[verb]	VERB
ccê	[ʇˀeː]	to go in a large group (to gather berries, to move camp, go to town, etc.)	[verb]	VERB
cce-, cca 	[ʇˀe, ʇˀa]	to  kiss. See cca. Same as cco	[verb]	VERB
cceggê	[ʇˀekxʼeː]	o look down into or at, to peer down, as into a ravine.	[verb]	VERB
ccikwa	[ʇˀikʷaː]	to drop, of rain.sprinkle, to drip many drops, but normally ‘to rain’.no do, io. Atibi hiccikwaiphii, hiccikwaami; -hV hab. adj to be dripping (of 	[verb]	VERB
ccimo 	[ʇˀimo]	to collect (firewood) do	[verb]	VERB
ccipi 	[ʇˀipi]	to look at	[verb]	VERB
ccirô	[ʇˀiɺoː]	to squeeze through (a tight opening)	[verb]	VERB
cco 	[ʇˀo]	to kiss (lips on lips, on cheek, etc.) do obligto be full (sated), to fill (sate)	[verb]	VERB
ccoa 	[ʇˀoʔa]	to be full (sated), to fill (sate)sunbirdsscarlet-chested sunbird (also ID’d from pic for scimitar bill, which is larger). [M feels this is probably mimetic from their call, and is only coincidentally ‘a hug’, rather than the birds being called ‘kissers’, but they just sound like many other small birds.] 	[verb]	VERB
ccu 	[ʇˀu]	to send on an errand to get or take something	[verb]	VERB
ccusa 	[ˈʇˀusa]	to wear (clothes, hat, shoes, beads). 3msg DO	[verb]	VERB
ccuta 	[ʇˀuta]	to clap (hands) (e.g. at epeme dance, meeting).	[verb]	VERB
ccuzzu 	[ʇˀuʦ’u]	to shove, push; extended to ‘to send s.o.’ do oblig~ ncencence.	[verb]	VERB
cerê	[ʇeɺeː]	(vi) to wake up, be awake. adj.	[verb]	VERB
chamû	[ʇʰamuː]	to be naked. (people are indifferent to thisaudi, Marlowe: saddle-billed stork, Ephippiorhynchus, a large &amp; colorful sp. (1997) yellow-billed stork	[verb]	VERB
chea 	[ʇʰeʔa]	to touch. do oblig	[verb]	VERB
chekwakwâ 	[ˈʇʰekʷakʷaː]	to strutas when proud – this is a criticism(io ok, adj ok. no do) 	[verb]	VERB
cheta 	[ʇʰeta]	to be happy	[verb]	VERB
chete  	[ʇʰete]	to hurt (of a person)	[verb]	VERB
chokokoya 	[ˈʇʰokokoja]	to not wait to eat, start eating before others, yell ‘meat!’ and eat the animal raw.	[verb]	VERB
chosâ	[ʇʰosaː]	to clean off, brush off, wipe, sweep.	[verb]	VERB
cigga	[ʇikxʼaː]	to have the hiccups. 	[verb]	VERB
ciie,  hiie	[ʇiʔie, ɦiʔie]	to be like this, to be some certain way.	[verb]	VERB
coroggô	[ʇoɺokxʼoː]	(1)to slip (no io, do, adj).(2) soft &amp; smooth (skin), slimy (okra, snails, fish, snot)	[verb]	VERB
dama  	[dama]	 to get a lot	[verb]	VERB
dedeqqeqqê 	[dedeŋʔǃeŋʔǃeː]	to appear, to arrive suddenly. See under qqa’in.See bashu	[verb]	VERB
dendere	[dend̥eɺeː]	to bang metal things.	[verb]	VERB
dididina 	[dididina]	to burn high &amp; hot.	[verb]	VERB
dlaa 	[cʼaʔa]	to leave s.t. behind (non-human obj. only) (do -na, -ta oblig., io ok)	[verb]	VERB
dlaa 	[cʼaʔa]	to sing.	[verb]	VERB
dlaggwa 	[cʼakxʷ’a]	to cradle in arms, to carry, hold s.t./s.o. in your arms, with arms in front of stomach &amp; parallel to ground (or one arm if carrying something else). (do (opt.)	[verb]	VERB
dlapho 	[cʼapʰo]	to scrape a skin, when dry, to clean it of hair	[verb]	VERB
dlasi 	[cʼasi]	to drop by &amp; say hello(do oblig.	[verb]	VERB
dlati 	[cʼati]	to get wet, soaked, to soften by soaking (i.e. beans or corn). (do: \a 3msg, -ta 3fsg), ; io ok.	[verb]	VERB
dleggê 	[cʼekx’eː]	to limp	[verb]	VERB
dleka 	[cʼeka]	to be ruined, destroyed.	[verb]	VERB
dlifi  	[cʼiˈfi, cʼimpʰi]	to trample, to stomp, to tread on.	[verb]	VERB
dlimpi 	[cʼimpʰi]	Gudo’s version of dlifi ‘to trample’, said twice in Bala.	[verb]	VERB
dlisa 	[cʼisa]	to slander	[verb]	VERB
dlonkô 	[cʼoŋkʰoː]	Impala lo! a (dead) impala	[mam][verb]	VERB
dlophô	[cʼopʰoː]	to leave some section undone, uneaten, etc. do	[verb]	VERB
dloshô, dlushû- 	[cʼoʃoː]	to be spattered (with mud, shit) or decorated over whole body.	[verb]	VERB
dlozo  	[cʼoʣo] [ʣoó][ʣóo]	to speak, to say, to tell, to utter.Daudi: black-chested snake eagle, Circaetus pectoralis, also brown-chested snake eagle, Circaetus cinerascens (at Sengele, per Mokoa &amp; others).	[verb]	VERB
dlû 	[cʼuː]	to miss a target. DO oblig.	[verb]	VERB
dlubu 	[cʼubu]	to wear out (clothes, sleeping skin, etc., but not people)the common drongo long-crested eagle	[verb]	VERB
dluma 	[cʼuma]	to fill up a hole, to bury s.t.	[verb]	VERB
