2019-12-23_RG_1	26.5647678037197	30.7794464371881	samaki	fish	ccama
2019-12-23_RG_2	34.713146495092	42.1766399085257	niliona samaki kule	I saw a fish there	cciyana ccama nana
2019-12-23_RG_3	44.5122743179061	48.5841763621176	mbwa	dog	xhaano
2019-12-23_RG_4	54.549242114042	62.802987771251	niliona mbwa kule	I saw a dog there	cciyana xhaano nana
2019-12-23_RG_5	64.5415427075567	69.2303726872904	chawa	louse	ccamazziyago
2019-12-23_RG_6	71.4037348915676	79.7628475146133	niliona chawa kule	I saw a louse there	ccidana ccamazzigo nana
2019-12-23_RG_7	82.0106761191298	86.3482828794078	damu	blood	athamapee
2019-12-23_RG_8	89.9600919206855	98.916284016806	niliona damu kule	I saw blood there	cciyedana athamabee nana
2019-12-23_RG_9	100.970939850622	105.361230093818	mfupa	bone	midla
2019-12-23_RG_10	107.170029674015	113.952761904762	niliona mfupa kule	I saw a bone there	cciyana midla nana
2019-12-23_RG_11	118.2857290805	122.149184494513	yai	egg	usleago
2019-12-23_RG_12	126.697525186464	134.301295090923	niliona yai kule	I saw an egg there	ccidana uslego nana
2019-12-23_RG_13	137.251570134351	140.693557685017	pembe	horn	roowa
2019-12-23_RG_14	142.256501011595	149.175598434872	niliona pembe kule	I saw a horn there	cciyana roo nana
2019-12-23_RG_15	152.127890125665	155.81573392995	mkia mrefu	long tail 	zzaho
2019-12-23_RG_16	158.766008973378	166.422675157512	niliona mkia mrefu kule	I saw a long tail there	ccidana zzahogo nana
2019-12-23_RG_17	173.976225316748	177.786997247842	sikio	(round) ear	hajjabitchi
2019-12-23_RG_18	180.456293715706	188.007592934003	niliona sikio kule	I saw an ear there	ccitana hajjabitchigo nana
2019-12-23_RG_19	191.765681382179	195.523769830355	jicho	eye	akhwago
2019-12-23_RG_20	197.034029674015	204.015058046916	niliona jicho kule	I saw an eye there	ccidana akhwago nana
2019-12-23_RG_21	205.507756729603	209.195600533888	pua	nose	intaweya
2019-12-23_RG_22	210.758543860465	217.519590834988	niliona pua kule	I saw a nose there	cciyana intawe nana
2019-12-23_RG_23	220.891333741763	224.068518310379	jino	(non-molar) tooth	aha
2019-12-23_RG_24	226.140735305167	232.989588084554	niliona jino kule	I saw a tooth there	cciyana aha nana
2019-12-23_RG_25	234.657898376968	238.45110914709	ulimi	tongue	ncakada
2019-12-23_RG_26	239.990344164461	247.471398738867	niliona ulimi kule	I saw a tongue there	cciyana ncadago nana
2019-12-23_RG_27	249.859716631166	254.10951758658	mkono	hand	ukhwago
2019-12-23_RG_28	255.222578458034	262.352409812984	niliona mkono kule	I saw a hand over there	ccitana ukwhago nana
2019-12-23_RG_29	266.690016573262	269.9563925142	jua	sun	ishowago
2019-12-23_RG_30	271.413968874941	278.350627459192	niliona jua kule	I saw the sun there	ccidana ishogo nana
2019-12-23_RG_31	279.948693107715	283.36393572497	mwezi	moon, month	se:da
2019-12-23_RG_32	284.979562534467	292.004026923581	niliona mwezi kule	I saw the moon there	cciyana se:da nana
2019-12-23_RG_33	294.251855528097	297.67628191779	maji	water	adipii
2019-12-23_RG_34	299.274347566314	306.974321364808	niliona maji kule	I saw water there	ccishana adibii nana
2019-12-23_RG_35	308.150919149985	312.277791978589	chumvi	salt	monyoda
2019-12-23_RG_36	313.647562534467	320.145192094397	niliona chumvi kule	I saw salt there	cciyana monyoda nana
2019-12-23_RG_37	322.445704181832	326.238914951954	jiwe	stone	haqqa:go
2019-12-23_RG_38	328.48674355647	334.99076295427	niliona jiwe kule	I saw a rock there	ccidana haqqago nana
2019-12-23_RG_39	336.852246017385	340.399600533888	upepo	wind	zzutchipii
2019-12-23_RG_40	342.225961275057	349.390914951954	niliona upepo kule	I saw wind there	ccishana tsutchibii nana
2019-12-23_RG_41	350.971419439504	354.167550736551	moto	fire	zzogowa
2019-12-23_RG_42	355.910273467443	362.056679807918	niliona moto kule	I saw a fire there	cciyana zzogo nana
2019-12-23_RG_43	364.374753056325	368.993338392168	mwaka	year	mwa:kha
2019-12-23_RG_44	371.044722204415	377.630157569209	niliona mwaka kule	I saw a year there	cciyana mwa:kha nana
2019-12-23_RG_45	387.042939850622	390.116143020859	jaa	to be full	hazzeya
2019-12-23_RG_46	394.190332366545	402.208704905631	Gudo alijaa nyumbani	Gudo was full at home	xupuko ccosowagwa hezzana
2019-12-23_RG_47	406.195088446453	409.760004123928	mpya	new	zanago
2019-12-23_RG_48	417.434231469035	422.368917702388	niliona kisu (kikubwa) kipya kule	I saw a new (big) knife there	aha zana
2019-12-23_RG_49	425.860525711218	430.637161495816	jina	name	akhanape
2019-12-23_RG_50	432.779623134496	440.432263316169	niliona jina kule	I saw a name there	cciyedana akhanabee nana
2019-12-23_RG_51	441.5737387794	446.525986173726	ng'ombe	cow	atchegago
2019-12-23_RG_52	448.211857627113	455.324127821091	niliona ng'ombe kule	I saw a cow there	ccidana atchegago nana
2019-12-23_RG_53	457.835373840199	462.699815429661	jangwa	desert	tongope
2019-12-23_RG_54	466.64420041808	473.457930875521	niliona jangwa kule	I saw a desert there	cciyedana tongobe nana
2019-12-23_RG_55	487.580704905631	491.163181744079	ndevu (fupi)	beard (short)	damogago
2019-12-23_RG_56	493.235398738867	500.382791254791	niliona ndevu (fupi) kule	I saw a beard there	ccidana damogago nana
2019-12-23_RG_57	506.014919149985	509.755446437188	kisu kikubwa	big knife	jorowago
2019-12-23_RG_58	511.757418788086	519.449207294166	niliona kisu kikubwa kule	I saw a big knife there	ccidana itla:go nana
2019-12-23_RG_59	521.029711781716	525.297073898103	mbuzi	goat	ara:go
2019-12-23_RG_60	526.799887827605	533.286414662434	niliona mbuzi kule	I saw a goat there	ccidana arago nana
2019-12-23_RG_61	533.889491385075	538.71881065259	kondoo	sheep	xxuduxxuduago
2019-12-23_RG_62	540.527610232787	548.307204543731	niliona kondoo kule	I saw a sheep there	ccidana xxuduxxudugo nana
2019-12-23_RG_63	553.417502386812	558.404872103083	sketi	skirt	siketiago
2019-12-23_RG_64	561.57800347251	568.620029022596	niliona sketi kule	I saw a skirt there	ccidana siketigo nana
2019-12-23_RG_65	570.692246017385	574.257161694861	sumu	poison	ggada
2019-12-23_RG_66	575.381075997119	581.773338591213	niliona sumu kule	I saw a poison there	cciyana ggada nana
2019-12-23_RG_67	583.160670308063	586.690463663593	nyoya	feather (for epeme dance)	hayiya
2019-12-23_RG_68	588.093133394339	594.661007598161	niliona nyoya kule	I saw a feather there	cciyana hayi nana
2019-12-23_RG_69	596.73322459295	599.753744280269	uongo	lie	rama:go
2019-12-23_RG_70	602.9045466109	609.377260493355	niliona uongo kule	I saw a lie there	cciyana rama nana
2019-12-23_RG_71	615.761194193413	619.431476836725	punda	donkey	nadiya
2019-12-23_RG_72	620.889053197466	627.316438113505	niliona punda kule	I saw a donkey there	cciyana nadi nana
2019-12-23_RG_73	631.671606034756	635.218960551259	kushoto	left	basa:go
2019-12-23_RG_74	636.911294891878	643.566974900564	niliona kushoto kule	I saw a left there	cci:dana basago nana
2019-12-23_RG_75	646.2538325294	650.082165621467	porini	bush, wilderness	slaa
2019-12-23_RG_76	651.557303143181	658.320611608005	niliona porini kule	I saw the bush there	cciyana slaa nana
2019-12-23_RG_77	661.393814778242	665.766543860466	chatu, sawaka	python	iyado
2019-12-23_RG_78	669.032919801404	675.354937751606	niliona chatu, sawaka kule	I saw a python there	cciyana iyado nana
2019-12-23_RG_79	678.981388388549	682.686793353806	dume	male (of a human or animal)	slemeya
2019-12-23_RG_80	684.179492036493	690.325898376968	niliona dume kule	I saw a male there	cciyana sleme nana
2019-12-23_RG_81	691.239078747553	694.979606034756	kichwa	head	dlomago
2019-12-23_RG_82	696.805966775926	703.222903950217	niliona kichwa kule	I saw a head there	ccidana dlomago nana
2019-12-23_RG_83	704.487307540257	708.140029022596	matiti	breasts	iriape
2019-12-23_RG_84	710.616152719759	717.412322016227	niliona matiti kule	I saw breasts there	ccidana iribago nana
2019-12-23_RG_85	730.264215617848	734.426210768399	bibi	grandmother	amamago
2019-12-23_RG_86	735.743297841357	743.241913576737	niliona bibi yangu kule	I saw my grandmother there	ccidana amamago nana 
2019-12-23_RG_87	752.967058046916	756.391484436609	babu	grandfather	babiye
2019-12-23_RG_88	759.534932250738	766.015000649696	niliona babu kule	I saw my grandfather there	cciyana babu nana
2019-12-23_RG_89	768.94076780372	773.576914300535	mama	mother	ayago
2019-12-23_RG_90	774.999368339331	781.795537635799	niliona mama kule	I saw my mother there	ccidana ayago nana
2019-12-23_RG_91	789.869365588896	793.434281266372	baba	father	baba
2019-12-23_RG_92	795.840160319643	802.390473362492	niliona baba kule	I saw my father there	cciyana baba nana
2019-12-23_RG_93	821.502071871467	825.8045563098	kaka; dada (kama anayeongea ni mwanamke)	sibling (ego is female)	dadago
2019-12-23_RG_94	834.841708379863	842.112029022596	niliona kaka; dada (kama anayeongea ni mwanamke) kule	I saw my sibling there	cidaba dadago nana
2019-12-23_RG_95	850.119918426186	853.790201069499	mama mkwe; baba mkwe	father or mother in law	sideago
2019-12-23_RG_96	855.493633683859	862.597201793297	niliona mama mkwe; baba mkwe kule	I saw my in-law there	ccidaba sideago nana
2019-12-23_RG_97	864.897713880732	869.498738055601	mjomba	maternal uncle	mjombaha
2019-12-23_RG_98	872.238279167356	878.911520337014	niliona mjomba kule	I saw my maternal uncle there	cciyaba mjomba nana
2019-12-23_RG_99	881.862654456876	885.936843802562	shemeji	brother-in-law, sister-in-law	kwelago
2019-12-23_RG_100	888.360284016806	895.964266718022	niliona shemeji kule	I saw my brother-in-law or sister-in-law there	ccidana nkwelago nana
2019-12-23_RG_101	898.176973000593	901.847255643905	mke	spouse	ezeago
